"","Species","Colony","Core","Total.init","PropD.init","MaxY.init","BleachLvl","Total.bleach","PropD.bleach","MaxY.bleach","RecovTemp","Total.recov","PropD.recov","MaxY.recov","BleachLvl2","Total.bleach2","PropD.bleach2","MaxY.bleach2","Total.recov2","PropD.recov2","MaxY.recov2"
"129","Ss","Ss13","Ss13_4",0.087103583,0,0.526,"High",7.17889e-05,0,0.291,"24",0.143129111,0.996778810426623,0.42,NA,NA,NA,NA,NA,NA,NA
"130","Ss","Ss13","Ss13_6",0.132539593,0,0.436,"Low",0.366286203,0,0.359,"24",0.096475434,0.0238062572488661,0.423,NA,NA,NA,NA,NA,NA,NA
"131","Ss","Ss13","Ss13_7",0.611031152,0,0.481,"High",0.000194396,0,0.189,"29",0.780901096,0.994416044461538,0.321,NA,NA,NA,NA,NA,NA,NA
"132","Ss","Ss13","Ss13_8",0.100291997,0,0.457,"Low",0.034952993,0,0.153,"29",0.631891461,0.985236279367921,0.297,NA,NA,NA,NA,NA,NA,NA
"133","Ss","Ss13","Ss13_10",0.107199823,0,0.414,"Low",0.060144554,0,0.179,"29",0.423900062,0.864975289859712,0.28,NA,NA,NA,NA,NA,NA,NA
"134","Ss","Ss13","Ss13_15",0.401083133,0,0.443,"Low",0.028846504,0,0.138,"24",0.036004746,0.0768871414896247,0.593,NA,NA,NA,NA,NA,NA,NA
"135","Ss","Ss13","Ss13_16",0.430159463,0,0.521,"High",0.000124579,0,0.244,"24",0.100185119,0.989051916981802,0.384,NA,NA,NA,NA,NA,NA,NA
"136","Ss","Ss13","Ss13_18",0.083295904,0,0.48,"Med",0.003764428,0,0.08,"29",0.067523156,0.994724891117352,0.348,NA,NA,NA,NA,NA,NA,NA
"137","Ss","Ss13","Ss13_19",0.154857803,0,0.458,"Med",0.003799973,0,0.109,"24",0.082649511,0.95239449148102,0.332,NA,NA,NA,NA,NA,NA,NA
"138","Ss","Ss13","Ss13_21",0.240404936,0,0.457,"Med",0.003445843,0,0.106,"24",0.227975667,0.9617474614078,0.328,NA,NA,NA,NA,NA,NA,NA
"139","Of","Of1","Of1_1",0.511249968,0.348044565549978,0.468,"Low",0.119170219,0.237650633167,0.37,"29",1.150683024,0.0667576677484728,0.47,NA,NA,NA,NA,NA,NA,NA
"140","Of","Of1","Of1_10",0.196237908,0.90106401358498,0.42,"Low",0.23697582,0.913983148154103,0.362,"24",0.153283336,0.704993979254209,0.46,NA,NA,NA,NA,NA,NA,NA
"141","Of","Of1","Of1_11",0.428745449,0.0520695392850689,0.532,"High",0.005479569,0.31575895841443,0.266,"29",0.552237746,0.98666808624849,0.445,NA,NA,NA,NA,NA,NA,NA
"142","Of","Of1","Of1_12",0.302346694,0.0767649405817548,0.486,"Low",0.075511821,0.2043670619465,0.346,"24",0.195645106,0.225386169383659,0.475,NA,NA,NA,NA,NA,NA,NA
"143","Of","Of1","Of1_13",0.333182707,0.83005194804423,0.434,"Med",0.244446047,0.908684675927691,0.297,"24",0.223571372,0.763166864673533,0.461,NA,NA,NA,NA,NA,NA,NA
"144","Of","Of1","Of1_14",0.104148198,0.194176965020557,0.479,"Low",0.122889835,0.125935306203316,0.373,"29",0.082144859,0.09397650801251,0.466,NA,NA,NA,NA,NA,NA,NA
"145","Of","Of1","Of1_15",0.261684946,0.893437630149348,0.433,"Med",0.378264297,0.98829886924274,NA,"24",0.225354239,0.918346763381718,0.448,NA,NA,NA,NA,NA,NA,NA
"146","Of","Of1","Of1_16",0.313477763,0.79265393698755,0.461,"Med",0.13626314,0.861865336436545,0.324,"24",0.126544737,0.519018937942872,0.489,NA,NA,NA,NA,NA,NA,NA
"147","Of","Of1","Of1_17",0.165089252,0.131317640230147,0.494,"Low",0.192952208,0.027950465329736,0.334,"24",0.212108146,0.0612805130077371,0.469,NA,NA,NA,NA,NA,NA,NA
"148","Of","Of1","Of1_18",0.571571287,0.124581333281705,0.556,"High",0.010263996,0.405699008456356,0.247,"29",0.134426251,0.990691713927215,0.487,NA,NA,NA,NA,NA,NA,NA
"149","Of","Of1","Of1_19",0.236488132,0.763860568698644,0.432,"Med",0.398768976,0.815716619339013,0.284,"24",0.242417131,0.528618519951051,0.463,NA,NA,NA,NA,NA,NA,NA
"150","Of","Of1","Of1_2",0.297627829,0.8459634969148,0.387,"Low",0.179338816,0.932362183098164,0.352,"29",0.503184632,0.867644707797833,0.421,NA,NA,NA,NA,NA,NA,NA
"151","Of","Of1","Of1_20",0.678533572,0.787996175965189,0.525,"High",0.024993036,1,0.302,"29",0.625072632,0.952187815511334,0.482,NA,NA,NA,NA,NA,NA,NA
"152","Of","Of1","Of1_21",0.268247578,0.377380484680462,0.511,"High",0.081250179,0.927910374203606,0.258,"24",0.591830836,0.94145319423674,0.474,NA,NA,NA,NA,NA,NA,NA
"153","Of","Of1","Of1_22",0.124860623,0.706145571610675,0.46,"Med",0.054630919,0.691814739561676,0.342,"29",0.270932789,0.494634748694076,0.438,NA,NA,NA,NA,NA,NA,NA
"154","Of","Of1","Of1_23",0.311647139,0.0305342735714959,0.51,"Med",0.017561938,0.106632878444281,NA,"24",0.319249073,0.133394558047785,0.471,NA,NA,NA,NA,NA,NA,NA
"155","Of","Of1","Of1_3",0.558991735,0.876225239716648,0.454,"Med",0.107479909,0.555915422295343,0.313,"24",0.172594662,0.534510493725466,0.482,NA,NA,NA,NA,NA,NA,NA
"156","Of","Of1","Of1_4",0.649251931,0.84328462628785,0.436,"Med",0.062876993,0.933951580667988,0.328,"29",1.509967793,0.917096441009984,0.471,NA,NA,NA,NA,NA,NA,NA
"157","Of","Of1","Of1_6",0.345716013,0.641781579842528,0.476,"Med",0.15339992,0.667845504743418,NA,"24",0.638011945,0.588310543308088,0.461,NA,NA,NA,NA,NA,NA,NA
"158","Of","Of1","Of1_7",0.286958384,0.887963287387345,0.501,"High",0.132829274,0.957407702160594,0.287,"24",0.409061159,0.969971238457279,0.475,NA,NA,NA,NA,NA,NA,NA
"159","Of","Of1","Of1_8",0.393571468,0.797679398853171,0.51,"High",0.035849421,0.692622288097763,0.311,"24",0.417329686,0.937628328697422,0.459,NA,NA,NA,NA,NA,NA,NA
"160","Of","Of1","Of1_9",0.191777633,0.676068282686543,0.487,"Med",0.042028024,0.492728137777784,0.344,"29",0.100445413,0.663695583590263,0.438,NA,NA,NA,NA,NA,NA,NA
"161","Of","Of2","Of2_1",0.054184016,0.0147356556221303,0.494,"Low",0.020948257,0,0.329,"29",0.029903616,0,0.477,NA,NA,NA,NA,NA,NA,NA
"162","Of","Of2","Of2_10",0.022932419,0.100578399513806,0.567,"High",0.002989129,0.732366184263041,0.305,"29",0.076788584,0.914792998396741,0.489,NA,NA,NA,NA,NA,NA,NA
"163","Of","Of2","Of2_11",0.006917661,0.020442892474783,0.517,"Med",0.00925088,0,NA,"24",0.084594025,0.0142637851786814,0.482,NA,NA,NA,NA,NA,NA,NA
"164","Of","Of2","Of2_12",0.072103827,0.0337097086400143,0.514,"Med",0.012238429,0.0874518289888351,0.266,"29",0.05274522,0.291068650391448,0.488,NA,NA,NA,NA,NA,NA,NA
"165","Of","Of2","Of2_13",0.115815667,0.0130070226163788,0.485,"Low",0.003161098,0.19452702826676,0.3,"29",0.04860579,0.0845904366537402,0.464,NA,NA,NA,NA,NA,NA,NA
"166","Of","Of2","Of2_14",0.03065323,0.41294476960503,0.487,"Med",0.014205601,0.0380789943346994,0.228,"24",0.087565376,0.015795683901363,0.499,NA,NA,NA,NA,NA,NA,NA
"167","Of","Of2","Of2_15",0.070674239,0.0884538282753918,0.52,"Med",0.002928923,0.316324123235742,NA,"24",0.062772013,0.244863519033554,0.473,NA,NA,NA,NA,NA,NA,NA
"168","Of","Of2","Of2_17",0.041248749,0.208110553849766,0.559,"High",0.002088544,1,0.242,"29",0.043593491,0.753746172794466,0.485,NA,NA,NA,NA,NA,NA,NA
"169","Of","Of2","Of2_18",0.121709877,0.251972615172391,0.523,"Med",0.003676384,0.144432137665706,0.246,"29",0.050706961,0.0537722818766441,0.482,NA,NA,NA,NA,NA,NA,NA
"170","Of","Of2","Of2_19",0.102602656,0.0513121902029515,0.518,"Med",0.008001141,0.0772564812943554,NA,"24",0.15692414,0.0443226007164991,0.478,NA,NA,NA,NA,NA,NA,NA
"171","Of","Of2","Of2_2",0.025999512,0.128552258980861,0.501,"Med",0.012267116,0.0507120826117565,0.243,"24",0.277521708,0.0148929719040213,0.484,NA,NA,NA,NA,NA,NA,NA
"172","Of","Of2","Of2_20",0.05868991,0.0155255647861787,0.539,"High",0.010813152,0.0321056247059137,0.252,"29",0.015093824,0.863536039641114,0.451,NA,NA,NA,NA,NA,NA,NA
"173","Of","Of2","Of2_21",0.096990856,0.105962896131157,0.479,"Low",0.014405187,0.11189469459855,0.338,"29",0.007861968,0.0616049314878921,0.47,NA,NA,NA,NA,NA,NA,NA
"174","Of","Of2","Of2_22",0.031671814,0.072478702988089,0.514,"Low",0.010939831,0.0608703187462402,0.321,"24",0.105871085,0.0443269378036505,0.481,NA,NA,NA,NA,NA,NA,NA
"175","Of","Of2","Of2_23",0.082878585,0.0303258073240512,0.503,"Med",0.008808905,0.127658545528644,0.261,"24",0.159302842,0.0490093202480342,0.458,NA,NA,NA,NA,NA,NA,NA
"176","Of","Of2","Of2_24",0.028342698,0.133649908699588,0.551,"High",0.004725369,0.203802285070224,0.263,"24",0.017941259,0.378913319293813,0.471,NA,NA,NA,NA,NA,NA,NA
"177","Of","Of2","Of2_25",0.093453461,0.080061400829232,0.522,"Med",0.00992435,0.063988271272174,0.282,"29",0.06561599,0.124691313809332,0.445,NA,NA,NA,NA,NA,NA,NA
"178","Of","Of2","Of2_26",0.104834488,0.0454117923483348,0.511,"Med",0.004501583,0.073470376976277,0.268,"24",0.186443818,0.00861216540845565,0.495,NA,NA,NA,NA,NA,NA,NA
"179","Of","Of2","Of2_27",0.189082713,0.0558915716425118,0.52,"Med",0.010075018,0.304033699989419,NA,"24",0.128220064,0.126523903466465,0.482,NA,NA,NA,NA,NA,NA,NA
"180","Of","Of2","Of2_28",0.050117789,0.0267031931516372,0.566,"High",0.003984687,0.0792227846252416,0.229,"24",0.170406944,0.0651471221736128,0.511,NA,NA,NA,NA,NA,NA,NA
"181","Of","Of2","Of2_29",0.104438955,0.0682561406325829,0.55,"High",0.001859158,0.091782946903921,0.274,"29",0.040226189,0.721615885611237,0.458,NA,NA,NA,NA,NA,NA,NA
"182","Of","Of2","Of2_3",0.073849048,0.0981641090349601,0.487,"Low",0.003583061,0.0849050574355279,0.32,"29",NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"183","Of","Of2","Of2_30",0.038802227,0.093944427468042,0.513,"Low",0.006814034,0.322550048913757,0.352,"24",0.051515684,0.0271244384525691,0.455,NA,NA,NA,NA,NA,NA,NA
"184","Of","Of2","Of2_4",0.038156665,0.197639599792068,0.514,"Med",0.009049158,0.235861944282551,0.312,"29",0.037804223,0.228853374396823,0.457,NA,NA,NA,NA,NA,NA,NA
"185","Of","Of2","Of2_5",0.062469265,0.0323084960260057,0.49,"Low",0.007730912,0.0888800700357215,0.326,"24",0.051745198,0.00929614763480082,0.446,NA,NA,NA,NA,NA,NA,NA
"186","Of","Of2","Of2_7",0.023139864,0.0256275922797126,0.561,"High",0.006843307,0.131656083820293,0.211,"24",0.073481743,0.158659981704571,0.475,NA,NA,NA,NA,NA,NA,NA
"187","Of","Of2","Of2_8",0.062038719,0.134445022954133,0.568,"High",0.004563887,0.325615204758575,0.218,"24",0.207762008,0.474543541184873,0.497,NA,NA,NA,NA,NA,NA,NA
"188","Of","Of2","Of2_9",0.056761387,0.085750371110558,0.512,"Low",0.004429184,0.125594466159004,0.338,"24",0.033407962,0.114121777317635,0.477,NA,NA,NA,NA,NA,NA,NA
"189","Of","Of3","Of3_1",0.030725568,0,0.501,"Low",0.018865328,0.00939352869984556,0.363,"29",0.035655936,0,0.474,NA,NA,NA,NA,NA,NA,NA
"190","Of","Of3","Of3_10",0.179691421,0.804947126552024,0.478,"Med",0.033798296,0.691506133918704,0.311,"24",0.125841451,0.314157622038227,0.453,NA,NA,NA,NA,NA,NA,NA
"191","Of","Of3","Of3_11",0.056305659,0.457669645603473,0.479,"Med",0.041954469,0.182948567410065,0.262,"24",0.28679131,0.234579126543269,0.467,NA,NA,NA,NA,NA,NA,NA
"192","Of","Of3","Of3_12",0.071456166,0.219748174006425,0.577,"High",0.029936287,0.182758803722051,0.288,"29",0.165762903,0.68024471675668,0.46,NA,NA,NA,NA,NA,NA,NA
"193","Of","Of3","Of3_13",0.082726643,0.276907501250836,0.574,"High",0.020216376,0.855049836825354,0.256,"24",0.361330307,0.956883508805698,0.491,NA,NA,NA,NA,NA,NA,NA
"194","Of","Of3","Of3_14",0.10575493,0.487241143273415,0.478,"Low",0.046868388,0.599148940219578,0.395,"24",0.129086541,0.0738970068149862,0.448,NA,NA,NA,NA,NA,NA,NA
"195","Of","Of3","Of3_16",0.067652473,0.117526258057115,0.575,"High",0.019802987,0.0177128329175796,0.271,"29",0.225022057,0.832664061905718,0.486,NA,NA,NA,NA,NA,NA,NA
"196","Of","Of3","Of3_17",0.030606613,0.0119861351532102,0.568,"High",0.046979222,0,0.266,"24",0.185367044,0.0339652068897425,0.455,NA,NA,NA,NA,NA,NA,NA
"197","Of","Of3","Of3_18",0.026035831,0,0.525,"Low",0.035024535,0.0046464856706877,0.346,"24",0.034674789,0.0134809760486214,0.502,NA,NA,NA,NA,NA,NA,NA
"198","Of","Of3","Of3_19",0.094552407,0.051857474130722,0.573,"High",0.021660792,0.0274548594529692,0.249,"29",0.250676705,0.665283828427536,0.483,NA,NA,NA,NA,NA,NA,NA
"199","Of","Of3","Of3_2",0.053034114,0.125245026248577,0.494,"Med",0.024821305,0.212163582857549,0.288,"24",0.155028353,0.170501172775795,0.438,NA,NA,NA,NA,NA,NA,NA
"200","Of","Of3","Of3_20",0.032628649,0.213397618761353,0.502,"Med",0.034763571,0.0294002017226596,0.265,"24",0.365375267,0.0536686190091789,0.456,NA,NA,NA,NA,NA,NA,NA
"201","Of","Of3","Of3_21",0.087154561,0.785277422256765,0.488,"Med",0.028183141,0.134691977732361,0.269,"24",0.08343525,0.298795808725928,0.455,NA,NA,NA,NA,NA,NA,NA
"202","Of","Of3","Of3_22",0.076035179,0.896335313421173,0.479,"Low",0.026716833,0.582266468484494,0.38,"24",0.098406674,0.635055077666785,0.484,NA,NA,NA,NA,NA,NA,NA
"203","Of","Of3","Of3_23",0.073500411,0.799200116037446,0.531,"High",0.072680574,0.950811987258108,0.369,"24",0.22280883,0.555809345617048,0.476,NA,NA,NA,NA,NA,NA,NA
"204","Of","Of3","Of3_24",0.116398787,0.872490836180277,0.5,"Med",0.036410867,1,0.31,"29",0.281369987,0.504246574102447,0.44,NA,NA,NA,NA,NA,NA,NA
"205","Of","Of3","Of3_25",0.094380793,0.0622585783952885,0.562,"High",0.010747295,0.0605442578807039,0.29,"29",0.050676396,0.524336004478298,0.433,NA,NA,NA,NA,NA,NA,NA
"206","Of","Of3","Of3_26",0.04663476,0.437687145811408,0.465,"Low",0.099163865,0.736623648140379,0.363,"29",0.272818238,0.269619672567492,0.45,NA,NA,NA,NA,NA,NA,NA
"207","Of","Of3","Of3_27",0.020545775,0.174810976952682,0.578,"High",0.060817725,0.106014389719444,0.294,"24",0.240920363,0.221138148459456,0.508,NA,NA,NA,NA,NA,NA,NA
"208","Of","Of3","Of3_28",0.111433501,0.583977820099182,0.503,"Med",0.04462392,0.790001147366704,0.327,"29",0.214217618,0.333681728269427,0.438,NA,NA,NA,NA,NA,NA,NA
"209","Of","Of3","Of3_29",0.055223409,0.429834148775567,0.508,"Med",0.019570398,0.484047028578571,0.336,"29",0.266571001,0.110390304607814,0.46,NA,NA,NA,NA,NA,NA,NA
"210","Of","Of3","Of3_3",0.033126021,0.175347048170983,0.511,"Low",0.049692978,0.124278283342166,0.395,"24",0.084743942,0.0323957198026025,0.463,NA,NA,NA,NA,NA,NA,NA
"211","Of","Of3","Of3_30",0.102161309,0.880743922339523,0.422,"Low",0.077596637,0.940888817127474,0.372,"29",0.170984778,0.598025977493739,0.45,NA,NA,NA,NA,NA,NA,NA
"212","Of","Of3","Of3_31",0.204638116,0.81439963511001,0.456,"Med",0.05451716,0.652716740930745,0.287,"24",0.389925788,0.388137916643769,0.488,NA,NA,NA,NA,NA,NA,NA
"213","Of","Of3","Of3_32",0.060022375,0.0140336332909186,0.516,"Med",0.048091043,0.00379677770764922,0.259,"24",0.337943833,0.0258267769603004,0.487,NA,NA,NA,NA,NA,NA,NA
"214","Of","Of3","Of3_33",0.030991592,0.103760723230998,0.577,"High",0.041882877,0.250782485644432,0.29,"24",0.240072843,0.398771851091879,0.511,NA,NA,NA,NA,NA,NA,NA
"215","Of","Of3","Of3_34",0.028527396,0.123400607612416,0.502,"Low",0.035289989,0.0308394825512697,0.349,"29",0.105222509,0.0112789365248837,0.469,NA,NA,NA,NA,NA,NA,NA
"216","Of","Of3","Of3_35",0.095602582,0.823884453246252,0.451,"Low",0.087227128,0.967272005103733,0.395,"24",0.120119914,0.604036654571697,0.467,NA,NA,NA,NA,NA,NA,NA
"217","Of","Of3","Of3_36",0.099509986,0.608612416044356,0.486,"Low",0.145674268,0.328009508172027,0.406,"29",0.182445293,0.392215380420913,0.471,NA,NA,NA,NA,NA,NA,NA
"218","Of","Of3","Of3_37",0.082633918,0.0251963606518089,0.512,"Med",0.069682775,0.00377668656278399,0.277,"29",0.18826344,0.0189610579728066,0.457,NA,NA,NA,NA,NA,NA,NA
"219","Of","Of3","Of3_38",0.017215808,0,0.552,"High",0.015142085,0.00630692536727934,0.298,"29",0.375203317,0.249361574807186,0.448,NA,NA,NA,NA,NA,NA,NA
"220","Of","Of3","Of3_39",0.092817257,0.842077459798236,0.491,"Med",0.069235105,0.514250913608061,0.309,"24",0.237349766,0.250377070099997,0.486,NA,NA,NA,NA,NA,NA,NA
"221","Of","Of3","Of3_4",0.076977402,0.742231103096984,0.47,"Low",0.057025056,0.677491504786948,0.362,"24",0.075005369,0.210437748796356,0.456,NA,NA,NA,NA,NA,NA,NA
"222","Of","Of3","Of3_5",0.068447768,0.144196754523829,0.538,"Med",0.0176105,0.0195835439084637,0.272,"29",0.451493982,0.0377260111520158,0.471,NA,NA,NA,NA,NA,NA,NA
"223","Of","Of3","Of3_7",0.078493038,0.0127888539617998,0.572,"High",0.045645095,0.0545012558304457,0.311,"24",0.11658625,0.0402450803589617,0.47,NA,NA,NA,NA,NA,NA,NA
"224","Of","Of3","Of3_8",0.102483121,0.040764595762067,0.476,"Low",0.072976853,0.38281831637766,0.342,"29",0.132907971,0.20743442091972,0.453,NA,NA,NA,NA,NA,NA,NA
"225","Of","Of3","Of3_9",0.068040708,0.703333524983308,0.459,"Med",0.029051958,0.940903329131895,0.328,"29",0.069212935,0.731229805526958,0.403,NA,NA,NA,NA,NA,NA,NA
"226","Mc","Mc1","Mc1_1",0.565218891,0,0.438,"Heat",0.002278949,0,0.268,"24",1.522734341,0.999080979549538,0.374,"Heat",NA,NA,0.39,NA,NA,0.506
"227","Mc","Mc1","Mc1_10",0.250096164,0,0.473,"Control",0.165448271,0,0.476,"29",NA,NA,0.443,"Control",NA,NA,0.436,3.656675849,0.945603743067793,0.505
"228","Mc","Mc1","Mc1_11",0.405956991,0,0.417,"Heat",0.021389515,0,0.228,"29",NA,NA,0.402,"Heat",NA,NA,0.379,0.305196235,1,0.475
"229","Mc","Mc1","Mc1_12",0.276780121,0,0.467,"DCMU",0.002847587,0,0,"29",2.252481673,0.999569613812347,0.402,"Heat",0.1033996859,0.99932401245331,0.367,0.871150337,1,0.461
"230","Mc","Mc1","Mc1_13",0.064711415,0,0.47,"DCMU",0.016845855,0,0,"24",0.035955941,0.985479812640698,0.319,"Control",0.375550299,0.950645761568146,0.382,0.460370786,0.600099509789485,0.504
"231","Mc","Mc1","Mc1_16",0.464299988,0,0.439,"Heat",0.000680537,0.499176385707169,0.204,"24",0.164407958,0.995350547447344,0.351,"Heat",0.157364527,0.996196588828434,0.372,NA,NA,0.468
"232","Mc","Mc1","Mc1_19",0.150198663,0,0.45,"Control",2.38806168,0,0.451,"24",0.011145547,0,0.439,"Control",0.178792861,0,0.446,NA,NA,0.505
"233","Mc","Mc1","Mc1_22",0.410016394,0,0.49,"DCMU",0.00870049,0,0,"24",NA,NA,0.361,"Heat",0.473641952,0.989591139511223,0.375,NA,NA,0.443
"234","Mc","Mc1","Mc1_23",0.164534524,0,0.465,"Control",0.031522449,0,0.473,"29",0.012134757,0,0.407,"Heat",0.030287085,0.592741625679725,0.274,1.062764445,0.999138892908673,0.484
"235","Mc","Mc1","Mc1_24",0.21732711,0,0.497,"DCMU",0.011680553,0,0,"29",0.045583279,0.998610347886557,0.369,"Control",NA,NA,0.411,0.480145724,0.998563933894369,0.443
"236","Mc","Mc1","Mc1_25",NA,NA,0.479,"Control",0.657708404,0,0.46,"24",0.134510962,0,0.289,"Heat",0.032069331,0,0.217,0.889825493,0.994294285744857,0.472
"237","Mc","Mc1","Mc1_26",0.853781273,0.00708378737185056,0.439,"Heat",0.008127953,0,0.255,"24",0.932682487,0.999818679987716,0.323,"Control",NA,NA,0.371,1.307580087,0.993404439172986,0.478
"238","Mc","Mc1","Mc1_30",0.786942977,0,0.486,"Control",0.4859948,0,0.486,"24",0.044796716,0,0.447,"Control",3.301281296,0,0.463,NA,NA,0.519
"239","Mc","Mc1","Mc1_9",0.10316695,0,0.475,"Heat",0.003760698,0,0.14,"29",1.043706278,0.999837407320836,0.393,"Control",0.572758968,0.999790297478153,0.417,1.298864627,0.999478087257203,0.486
"240","Mc","Mc2","Mc2_13",0.377936562,0,0.475,"DCMU",0.018992594,0,0,"29",NA,NA,0.395,"Control",0.556624135,0.993895487481872,0.434,1.24511401,0.985612802638049,0.493
"241","Mc","Mc2","Mc2_14",0.083693738,0,0.492,"Control",0.127122795,0,0.435,"24",0.169847181,0,0.474,"Control",0.072714526,0,0.444,0.012725245,0,0.515
"242","Mc","Mc2","Mc2_15",0.130065298,0,0.495,"DCMU",0.001162832,0,0,"24",0.043584221,0.925106519627826,0.39,"Control",0.702327109,0.960562718361481,0.405,0.015356718,0.336349863297613,0.525
"243","Mc","Mc2","Mc2_17",0.096335166,0,0.46,"Heat",0.011166572,0,0.197,"24",0.942414604,0.999567342231042,0.352,"Control",1.284244987,0.998687492638038,0.389,1.611013991,0.995289920483378,0.508
"244","Mc","Mc2","Mc2_19",0.9623517,0,0.464,"DCMU",0.002073695,0,0,"24",0.651247827,0.860864707345887,0.407,"Heat",0.011336633,0.95944757142619,0.351,NA,NA,0.493
"245","Mc","Mc2","Mc2_20",0.07459053,0,0.502,"Heat",0.008131338,0,0.175,"29",NA,NA,0.397,"Heat",0.496239259,1,0.375,NA,NA,0.485
"246","Mc","Mc2","Mc2_21",0.557240072,0,0.505,"Control",0.042408301,0,0.469,"29",0.053316646,0,0.405,"Control",0.088242202,0.00170722167608646,0.437,NA,NA,0.541
"247","Mc","Mc2","Mc2_22",0.4194047,0,0.456,"Control",0.625895401,0,0.446,"24",NA,NA,0.441,"Heat",0.010557114,0,0.233,0.190930074,0.962129737612735,0.497
"248","Mc","Mc2","Mc2_23",0.045650295,0,0.459,"Heat",0.087520062,0.0317175506571282,0.247,"24",1.401104516,0.999531924997378,0.373,"Heat",0.215650356,0.999039139077517,0.402,NA,NA,0.479
"249","Mc","Mc2","Mc2_4",0.121639092,0,0.492,"DCMU",NA,NA,0,"29",NA,NA,0.387,"Heat",0.0411405256,0.997988076263177,0.336,0.3682707769,0.999872889995796,0.49
"250","Mc","Mc2","Mc2_5",0.086304682,0,0.463,"Heat",0.039746412,0,0.173,"29",0.048259687,1,0.387,"Control",0.172238413,0.998440823999,0.437,0.2038027489,0.999907631766001,0.535
